OpenROAD 24edcba7f2afd3c5d69fe2527e37051125f7abb3 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 340, max_transition is 0.0.
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 


Net: net1187
  Pin: soc.core.sram.ram512x32.RAM03/D[6] (gf180mcu_fd_ip_sram__sram512x8m8wm1)
    Layer: Metal4
      Partial area ratio:    0.32
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    1.34
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  184.36
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  709.56
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal3
      Partial area ratio:  177.56
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  685.13
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  183.48
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  708.23
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    5.92
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   23.10
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    5.92
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   23.10
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.12
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.06
      Required ratio:    0.00 (Cumulative area) 


Net: net1584
  Pin: wire1583/I (gf180mcu_fd_sc_mcu7t5v0__buf_3)
    Layer: Metal4
      Partial area ratio:    2.07
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    8.11
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  189.10
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  724.32
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal3
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  184.19
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  716.21
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:  184.19
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  716.21
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  184.19
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  716.21
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via3_HV
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.18
      Required ratio:    0.00 (Cumulative area) 

    Via: Via2_VH
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.12
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_VV
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.06
      Required ratio:    0.00 (Cumulative area) 


[INFO ANT-0002] Found 12 net violations.
[INFO ANT-0001] Found 12 pin violations.
